"﻿""Event"""	Job	Job Location	Job Description	Job Rate	Shift start date	Shift start time	Shift end date	Shift end time	Shift Description	Shift Information	Disclaimer	Confirmed	Checked In	Checked In (via app)	Checked Out	Checked Out (via app)	Parent ID	Sub-Volunteer ID	Signup Date	Signup Time	Volunteer Identifier	Email	First Name	Last Name	Phone Number	
San Diego Startup Week 2018	Logistics: A/V Support		A/V Setup on Monday, Runners on Tuesday-Friday	0.00	2018-06-28	02:00 PM	2018-06-28	04:30 PM	Afternoon runners, troubleshooting; One per zone			1					0	1928265	2018-06-06	06:52 PM	1752514	NieshaNapoles@example.com				
San Diego Startup Week 2018	Logistics: A/V Support		A/V Setup on Monday, Runners on Tuesday-Friday	0.00	2018-06-29	09:00 AM	2018-06-29	12:30 PM	Morning runner, troubleshooting			1					0	1950193	2018-06-16	06:04 PM	1764324	GerriGillan@example.com	Gerri	Gillan	(619) 555-9125	
San Diego Startup Week 2018	Logistics: A/V Support		A/V Setup on Monday, Runners on Tuesday-Friday	0.00	2018-06-29	02:00 PM	2018-06-29	04:30 PM	Afternoon runners, troubleshooting			1					0	1928266	2018-06-06	06:52 PM	1752514	FrancescaFoushee@example.com				
San Diego Startup Week 2018	Logistics: A/V Support		A/V Setup on Monday, Runners on Tuesday-Friday	0.00	2018-06-29	02:00 PM	2018-06-29	04:30 PM	Afternoon runners, troubleshooting			1					0	1931146	2018-06-07	11:06 AM	1754798	DelorseDalessandro@example.com				
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-25	07:00 AM	2018-06-25	09:00 AM				1					0	1952520	2018-06-18	06:08 PM	1765365	LorrettaLiberto@example.com	Lorretta	Liberto	(058) 555-7026	
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-26	04:00 PM	2018-06-26	05:00 PM				1					0	1946136	2018-06-14	12:43 AM	1762371	StefanyStenson@example.com				
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-27	07:00 AM	2018-06-27	09:00 AM				1					0	1942668	2018-06-12	11:25 AM	1760551	ChayaCoplin@example.com	Chaya	Coplin	(858) 555-5111	
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-28	04:00 PM	2018-06-28	05:00 PM				1					0	1946030	2018-06-13	10:28 PM	1762329	DarlaDowdell@example.com				
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-29	10:00 AM	2018-06-29	12:00 PM				1					0	1969129	2018-06-28	02:00 AM	1472980	JohanaJeffcoat@example.com	Johana	Jeffcoat	(619) 555-1184	
San Diego Startup Week 2018	Logistics: Loading Dock Sentry			0.00	2018-06-29	04:00 PM	2018-06-29	06:00 PM					1969-12-31 6:00 PM	1969-12-31 6:00 PM	1969-12-31 6:00 PM	1969-12-31 6:00 PM										
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-25	05:30 PM	2018-06-25	10:30 PM				1					0	1928269	2018-06-06	06:53 PM	1752516	BokBielecki@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-25	05:30 PM	2018-06-25	10:30 PM				1					0	1931142	2018-06-07	11:06 AM	1754798	ValeriViator@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-25	05:30 PM	2018-06-25	10:30 PM				1					0	1935220	2018-06-09	02:23 PM	1756857	ElwandaEpting@example.com	Elwanda	Epting	(858) 555-5899	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-25	05:30 PM	2018-06-25	10:30 PM				1					0	1953247	2018-06-19	09:22 AM	1754744	RexRyder@example.com	Rex	Ryder	(619) 555-1889	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-25	05:30 PM	2018-06-25	10:30 PM																		
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM				1					0	1928270	2018-06-06	06:53 PM	1752516	ReinaRosalez@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM				1					0	1931143	2018-06-07	11:06 AM	1754798	DeneseDettman@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM				1					0	1931553	2018-06-07	01:30 PM	1755018	LeviLappin@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM				1					0	1953487	2018-06-19	11:08 AM	1765580	AngilaAshman@example.com	Angila	Ashman	(858) 555-8926	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM				1					0	1960459	2018-06-22	01:44 AM	1752619	NapoleonNickols@example.com	Napoleon	Nickols	(619) 555-5075	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-26	05:30 PM	2018-06-26	10:30 PM																		
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM				1					0	1931144	2018-06-07	11:06 AM	1754798	KristineKram@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM				1					0	1935221	2018-06-09	02:23 PM	1756857	SherrillSturgis@example.com	Sherrill	Sturgis	(858) 555-8026	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM				1					0	1935973	2018-06-10	09:40 AM	1757225	SelmaSchendel@example.com	Selma	Schendel	(619) 555-3040	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM				1					0	1941914	2018-06-11	11:21 PM	1760124	MinMaxton@example.com	Min	Maxton	(430) 555-2451	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM				1					0	1960462	2018-06-22	01:46 AM	1752574	BartBirchfield@example.com	Bart	Birchfield	(858) 555-7244	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-27	05:30 PM	2018-06-27	10:30 PM																		
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-28	05:30 PM	2018-06-28	10:30 PM				1					0	1928271	2018-06-06	06:53 PM	1752516	LorrettaLiberto@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-28	05:30 PM	2018-06-28	10:30 PM				1					0	1931145	2018-06-07	11:06 AM	1754798	ColettaCogan@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-28	05:30 PM	2018-06-28	10:30 PM				1					0	1935974	2018-06-10	09:40 AM	1757225	LorriLanford@example.com	Lorri	Lanford	(049) 555-7622	
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-28	05:30 PM	2018-06-28	10:30 PM				1					0	1942331	2018-06-12	09:21 AM	1760327	SkyeSmoak@example.com				
San Diego Startup Week 2018	Logistics: Videography/Photography			0.00	2018-06-28	05:30 PM	2018-06-28	10:30 PM																		
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1884660	2018-05-17	03:17 PM	1728770	DaleDomina@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1905740	2018-05-25	11:47 PM	1740144	NadiaNorrell@example.com	Nadia	Norrell	(507) 555-8623	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1928195	2018-06-06	06:15 PM	1752479	EwaEnsey@example.com	Ewa	Ensey	(619) 555-3960	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1946188	2018-06-14	02:42 AM	1762393	WilliemaeWolfram@example.com	Williemae	Wolfram	(028) 555-2997	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1951785	2018-06-18	11:59 AM	1765021	SharonSaladin@example.com	Sharon	Saladin	(631) 555-1532	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1952187	2018-06-18	02:44 PM	1765212	EdenEdson@example.com	Eden	Edson	(858) 555-3157	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1960180	2018-06-21	09:00 PM	1768578	ShawnaStoneburner@example.com	Shawna	Stoneburner	(778) 555-2008	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Monday Morning Registration (including setup)			1					0	1963146	2018-06-24	02:05 PM	1770080	ConceptionCajigas@example.com	Conception	Cajigas	(858) 555-6376	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1928213	2018-06-06	06:22 PM	1752486	ErnieEaker@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1928370	2018-06-06	07:44 PM	1752564	ReannaRiggle@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1928432	2018-06-06	08:17 PM	1752595	CherriChand@example.com	Cherri	Chand	(619) 555-7574	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1928450	2018-06-06	08:30 PM	1752606	RexRyder@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1928889	2018-06-07	05:51 AM	1752808	VertieVerdi@example.com	Vertie	Verdi	(619) 555-2426	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1952040	2018-06-18	01:51 PM	1765139	RosalindRoda@example.com	Rosalind	Roda	(545) 555-8771	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1956006	2018-06-20	01:59 PM	1746676	ReinaRosalez@example.com	Reina	Rosalez	(858) 555-2240	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration			1					0	1963224	2018-06-24	03:01 PM	1770120	RosalindRoda@example.com	Rosalind	Roda	(858) 555-7135	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event General Registration			1					0	1928394	2018-06-06	07:54 PM	1752574	TiffaneyTiedeman@example.com	Tiffaney	Tiedeman	(858) 555-1295	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event General Registration			1					0	1941993	2018-06-12	12:05 AM	81737	RosemaryRomano@example.com	Rosemary	Romano	(497) 555-7216	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event General Registration			1					0	1954952	2018-06-20	03:06 AM	1766564	ChayaCoplin@example.com	Chaya	Coplin	(858) 555-9897	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event General Registration			1					0	1963370	2018-06-24	06:08 PM	1752475	ReannaRiggle@example.com	Reanna	Riggle	(891) 555-9581	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Tuesday Morning Registration			1					0	1904410	2018-05-25	09:24 AM	1739436	ShondaSwims@example.com	Shonda	Swims	(690) 555-2302	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Tuesday Morning Registration			1					0	1905742	2018-05-25	11:47 PM	1740144	AbbieAlcaraz@example.com	Abbie	Alcaraz	(619) 555-3396	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Tuesday Morning Registration			1					0	1917030	2018-06-01	03:08 PM	1745990	ReinaRosalez@example.com	Reina	Rosalez	(259) 555-9786	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Tuesday Morning Registration			1					0	1919628	2018-06-03	02:06 PM	1747380	ZachariahZeh@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Tuesday Morning Registration			1					0	1963455	2018-06-24	08:05 PM	1762393	VanettaViers@example.com	Vanetta	Viers	(858) 555-5903	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon General Registration			1					0	1952041	2018-06-18	01:51 PM	1765139	FlorenciaFlavin@example.com	Florencia	Flavin	(215) 555-3043	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon General Registration			1					0	1963389	2018-06-24	06:35 PM	1770206	RhebaRevell@example.com	Rheba	Revell	(619) 555-1536	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Evening General Registration			1					0	1904411	2018-05-25	09:24 AM	1739436	FlorenciaFlavin@example.com	Florencia	Flavin	(862) 555-2830	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Evening General Registration			1					0	1928249	2018-06-06	06:42 PM	1752507	HaiHigh@example.com	Hai	High	(619) 555-7045	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Evening General Registration			1					0	1963958	2018-06-25	09:19 AM	1747624	LouveniaLasch@example.com	Louvenia	Lasch	(619) 555-1062	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Evening General Registration			1					0	1965982	2018-06-26	12:51 PM	1771418	RosemaryRomano@example.com	Rosemary	Romano	(764) 555-0713	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration			1					0	1919629	2018-06-03	02:06 PM	1747380	TaneshaTheodore@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration			1					0	1919709	2018-06-03	03:24 PM	1747418	StefanyStenson@example.com	Stefany	Stenson	(858) 555-3474	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration			1					0	1919713	2018-06-03	03:25 PM	1747420	GregorioGilkes@example.com	Gregorio	Gilkes	(291) 555-7233	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration			1					0	1946770	2018-06-14	12:31 PM	1762686	SkyeSmoak@example.com	Skye	Smoak		
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Wednesday Morning Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	12:00 PM	2018-06-27	04:30 PM	Afternoon General Registration			1					0	1891736	2018-05-21	09:41 PM	1732360	LoryLucena@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	12:00 PM	2018-06-27	04:30 PM	Afternoon General Registration			1					0	1928371	2018-06-06	07:44 PM	1752564	KarrenKolesar@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	12:00 PM	2018-06-27	04:30 PM	Afternoon General Registration			1					0	1928891	2018-06-07	05:51 AM	1752808	LonnieLoso@example.com	Lonnie	Loso	(858) 555-9321	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	12:00 PM	2018-06-27	04:30 PM	Afternoon General Registration			1					0	1931554	2018-06-07	01:30 PM	1755018	VedaVilleda@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	12:00 PM	2018-06-27	04:30 PM	Afternoon General Registration			1					0	1963226	2018-06-24	03:01 PM	1770120	SherrillSturgis@example.com	Sherrill	Sturgis	(858) 555-5721	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	05:30 PM	2018-06-27	08:00 PM	Social Event General Registration			1					0	1932003	2018-06-07	04:05 PM	1755254	GrayceGerhart@example.com	Grayce	Gerhart	(619) 555-9734	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	05:30 PM	2018-06-27	08:00 PM	Social Event General Registration			1					0	1949514	2018-06-16	12:22 AM	1764023	ShawnaStoneburner@example.com	Shawna	Stoneburner	(858) 555-6149	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	05:30 PM	2018-06-27	08:00 PM	Social Event General Registration			1					0	1952584	2018-06-18	07:07 PM	1765385	NevadaNakata@example.com	Nevada	Nakata	(619) 555-5332	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	05:30 PM	2018-06-27	08:00 PM	Social Event General Registration			1					0	1956555	2018-06-20	05:50 PM	1767312	ChayaChaplin@example.com	Chaya	Chaplin	(619) 555-7541	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-27	05:30 PM	2018-06-27	08:00 PM	Social Event General Registration			1					0	1963372	2018-06-24	06:10 PM	1752475	MeredithMenz@example.com	Meredith	Menz	(858) 555-5078	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1919630	2018-06-03	02:06 PM	1747380	FloriaFlemings@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1921405	2018-06-04	02:48 PM	1748288	LazaroLarock@example.com	Lazaro	Larock	(619) 555-2798	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1954557	2018-06-19	08:00 PM	1752487	NanaNunes@example.com	Nana	Nunes	(619) 555-2248	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1964245	2018-06-25	11:16 AM	1770584	KristynKobayashi@example.com	Kristyn	Kobayashi	(858) 555-6470	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1964251	2018-06-25	11:17 AM	1770586	SelmaSchendel@example.com	Selma	Schendel	(619) 555-4986	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	08:00 AM	2018-06-28	12:30 PM	Thursday Morning Registration			1					0	1967948	2018-06-27	11:17 AM	1747420	RosalindRoda@example.com	Rosalind	Roda	(619) 555-2993	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	12:00 PM	2018-06-28	04:30 PM	Afternoon General Registration			1					0	1891737	2018-05-21	09:41 PM	1732360	JohanaJeffcoat@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	12:00 PM	2018-06-28	04:30 PM	Afternoon General Registration			1					0	1928372	2018-06-06	07:44 PM	1752564	GrayceGerhart@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	12:00 PM	2018-06-28	04:30 PM	Afternoon General Registration			1					0	1934175	2018-06-08	07:46 PM	1756396	NelleNoyola@example.com	Nelle	Noyola	(576) 555-2715	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	12:00 PM	2018-06-28	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	12:00 PM	2018-06-28	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	05:30 PM	2018-06-28	08:00 PM	Social Event General Registration			1					0	1928412	2018-06-06	08:04 PM	1752581	SantoSpitz@example.com	Santo	Spitz	(619) 555-0528	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	05:30 PM	2018-06-28	08:00 PM	Social Event General Registration			1					0	1932004	2018-06-07	04:05 PM	1755254	ChrissyClemente@example.com	Chrissy	Clemente	(619) 555-0450	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	05:30 PM	2018-06-28	08:00 PM	Social Event General Registration			1					0	1963380	2018-06-24	06:17 PM	1770202	ShawnaStoneburner@example.com	Shawna	Stoneburner	(858) 555-7043	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	05:30 PM	2018-06-28	08:00 PM	Social Event General Registration			1					0	1966417	2018-06-26	03:40 PM	1754919	CameronCauble@example.com	Cameron	Cauble	(619) 555-1396	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-28	05:30 PM	2018-06-28	08:00 PM	Social Event General Registration			1					0	1967583	2018-06-27	08:24 AM	1771739	TiffaneyTiedeman@example.com	Tiffaney	Tiedeman	(028) 555-9414	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	08:00 AM	2018-06-29	12:30 PM	Friday Morning Registration			1					0	1924049	2018-06-05	12:14 PM	1749953	HaiHigh@example.com	Hai	High	(619) 555-4880	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	08:00 AM	2018-06-29	12:30 PM	Friday Morning Registration			1					0	1942009	2018-06-12	12:38 AM	1760167	MatthewMontenegro@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	08:00 AM	2018-06-29	12:30 PM	Friday Morning Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	08:00 AM	2018-06-29	12:30 PM	Friday Morning Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	08:00 AM	2018-06-29	12:30 PM	Friday Morning Registration																	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	12:00 PM	2018-06-29	04:30 PM	Afternoon General Registration			1					0	1891738	2018-05-21	09:41 PM	1732360	BarrettBurlingame@example.com				
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	12:00 PM	2018-06-29	04:30 PM	Afternoon General Registration			1					0	1934176	2018-06-08	07:46 PM	1756396	LaticiaLedford@example.com	Laticia	Ledford	(619) 555-3566	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	12:00 PM	2018-06-29	04:30 PM	Afternoon General Registration			1					0	1942343	2018-06-12	09:26 AM	1760332	LoydLightfoot@example.com	Loyd	Lightfoot	(619) 555-0657	
San Diego Startup Week 2018	Registration: General			0.00	2018-06-29	12:00 PM	2018-06-29	04:30 PM	Afternoon General Registration																	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Morning Registration			1					0	1898269	2018-05-24	12:27 PM	1735025	RubyeReitz@example.com	Rubye	Reitz	(858) 555-8359	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Morning Registration			1					0	1903672	2018-05-24	07:06 PM	1739047	LaticiaLedford@example.com	Laticia	Ledford	(858) 555-2028	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Morning Registration			1					0	1910370	2018-05-29	05:46 PM	1742768	WillianWingrove@example.com	Willian	Wingrove	(101) 555-2204	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	07:00 AM	2018-06-25	12:30 PM	Morning Registration			1					0	1917028	2018-06-01	03:08 PM	1745990	ConceptionCajigas@example.com	Conception	Cajigas	(619) 555-3542	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon Registration			1					0	1892744	2018-05-22	12:30 PM	1732872	AnnabelAppleby@example.com	Annabel	Appleby	(619) 555-6933	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon Registration			1					0	1897514	2018-05-24	08:54 AM	1734779	LeonoreLease@example.com	Leonore		(020) 555-5804	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	12:00 PM	2018-06-25	04:30 PM	Afternoon Registration			1					0	1943490	2018-06-12	03:40 PM	1756960	OlenOppenheimer@example.com	Olen	Oppenheimer	(858) 555-7675	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event VIP Registration			1					0	1942549	2018-06-12	10:52 AM	1760470	TiffaneyTiedeman@example.com	Tiffaney	Tiedeman	(644) 555-3662	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event VIP Registration			1					0	1963378	2018-06-24	06:17 PM	1770202	JohanaJeffcoat@example.com	Johana	Jeffcoat	(619) 555-4044	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-25	05:30 PM	2018-06-25	08:00 PM	Social Event VIP Registration																	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Morning Registration			1					0	1902901	2018-05-24	04:35 PM	1738890	JeniJaillet@example.com	Jeni	Jaillet	(619) 555-2410	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	08:00 AM	2018-06-26	12:30 PM	Morning Registration			1					0	1903673	2018-05-24	07:06 PM	1739047	AlmedaAlden@example.com	Almeda	Alden	(619) 555-1639	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon VIP Registration			1					0	1927769	2018-06-06	02:56 PM	1752236	RhebaRevell@example.com				
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	12:00 PM	2018-06-26	04:30 PM	Afternoon VIP Registration			1					0	1943583	2018-06-12	04:25 PM	1761188	RosalindaRemillard@example.com				
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Social Event VIP Registration			1					0	1928169	2018-06-06	06:04 PM	1752464	RexRyder@example.com				
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-26	04:00 PM	2018-06-26	08:00 PM	Social Event VIP Registration			1					0	1942342	2018-06-12	09:26 AM	1760332	ReginaRyan@example.com	Regina	Ryan	(512) 555-3058	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Morning Registration			1					0	1903674	2018-05-24	07:06 PM	1739047	EmogeneEbinger@example.com	Emogene	Ebinger	(858) 555-0297	
San Diego Startup Week 2018	Registration: Speaker/Sponsor			0.00	2018-06-27	08:00 AM	2018-06-27	12:30 PM	Morning Registration			1					0	1904412	2018-05-25	09:24 AM	1739436	LoydLightfoot@example.com	Loyd	Lightfoot	(858) 555-2780	
